stepTitle,type,taskId,taskCode,taskTitle,maxScore,obtainedScore,startTime,completionTime
"จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา",normal,T33,0,"ใช้มือปิดผ้าคลุมเซ็ตกะละมังคลอด ตามหลักสเตอไรด์ จับที่มุมผ้า เริ่มจากใกล้ตัว, ซ้าย-ขวา หรือจะ ขวา-ซ้าย ก็ได้, หมุน Ring stand กลับ 180 ํ ปิดผ้ามุมสุดท้าย /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,144
"ล้างมือ 6 ขั้นตอน",normal,T34,0,"ล้างมือ 6 ขั้นตอน / 6 คะแนน",6,6,2025-03-26T02:47:47.460Z,79
"เปิดเซ็ตทำคลอด",normal,T35,0,"เปิดผ้าคลุมโต๊ะ ใช้ 2 มือสอดใต้ผ้าแล้วยกออก เช็ดมือให้แห้ง /1คะแนน",1,1,2025-03-26T02:47:47.460Z,33
"เปิดเซ็ตทำคลอด",normal,T36,0,"นำผ้าไปสอดใต้ก้นผู้คลอด /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,87
"เปิดเซ็ตทำคลอด",normal,T37,0,"ใช้มือจับคอเสื้อ ยกออกมาปล่อยชายเสื้อลง เริ่มใส่แขนทั้ง 2 ข้างเข้าไปก่อน /1 คะแนน (ai ช่วยผูกเสื้อจากด้านหลัง)",1,1,2025-03-26T02:47:47.460Z,107
"เปิดเซ็ตทำคลอด",normal,T38,0,"หยิบกะละมังรก มาวางไว้บนโต๊ะคลอด / 1 คะแนน",1,1,2025-03-26T02:47:47.460Z,108
"เปิดเซ็ตทำคลอด",normal,T39,0,"หยิบสำลีที่ชุบ chlohexidine dilute ไปโกรกน้ำผู้คลอด ไม่ทิ้งสำลี /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,95
"เปิดเซ็ตทำคลอด",normal,T40,0,"ใช้ sponge forceps คีบสำลีก้อนที่ 1 เพื่อสครับ 7 ตำแหน่ง คีบสำลีก้อนที่ 2 เพื่อสครับ 3 ตำแหน่ง  /10 คะแนน",10,7,2025-03-26T02:47:47.460Z,94
"เปิดเซ็ตทำคลอด",normal,T41,0,"หนีบ sponge forceps ไว้ชายผ้าของโต๊ะ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,100
"เปิดเซ็ตทำคลอด",normal,T42,0,"หยิบผ้า 1 ชิ้น กางเต็มผืนปูบนเตียง บริเวณหว่างขาผู้คลอด / 1 คะแนน",1,0,2025-03-26T02:47:47.460Z,73
"เปิดเซ็ตทำคลอด",normal,T43,0,"หยิบผ้า 4 ชิ้นจากโต๊ะคลอด (มี Animation นับ 1-4) มาวางบนเตียง /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,153
"เปิดเซ็ตทำคลอด",normal,T44,0,"สวมปลอกขาใกล้ตัว /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,95
"เปิดเซ็ตทำคลอด",normal,T45,0,"สวมปลอกขาไกลตัว /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,40
"เปิดเซ็ตทำคลอด",normal,T46,0,"กางผ้าครึ่งผืนปูบนหน้าท้องผู้คลอด ให้สันผ้าอยู่ด้านบน /2 คะแนน",2,2,2025-03-26T02:47:47.460Z,108
"เปิดเซ็ตทำคลอด",normal,T47,0,"ปูผ้า safe perineum กางออกแนวยาว พับส่วนบนลงมา 1/3 ของผ้า /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,31
"เปิดเซ็ตทำคลอด",normal,T48,0,"หยิบลูกยางแดงกับกรรไกรตัดฝีเย็บ มาวางบนเตียงคลอด โดยสอดไว้ใต้ผ้า safe perineum /2 คะแนน",2,0,2025-03-26T02:47:47.460Z,34
"ทำคลอดทารก LOA",random,T63,0,"(LOA) ตัดฝีเย็บ ใช้นิ้วกลางและนิ้วชี้ข้างซ้ายช่วยรองบริเวณช่องคลอดกันศรีษะทารกไว้ มือขวาจับกรรไกร ตัดเฉียงทำมุม 45 องศา /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,114
"ทำคลอดทารก LOA",random,T64,0,"(LOA) นำกรรไกรกลับไปวางตำแหน่งเดิม /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,68
"ทำคลอดทารก LOA",random,T65,0,"(LOA) เมื่อศรีษะทารกเริ่มโผล่ มือขวาดึงผ้าเข้าไปทำการ safe perineum มือซ้ายประคองด้านบนไม่ให้ศรีษะทารกคลอดเร็วเกินไป /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,45
"ทำคลอดทารก LOA",random,T66,0,"(LOA) เมื่อศรีษะทารกโผล่ออกมาถึงขมับ ขยับมือซ้ายจับประคองขมับทารก ยกขึ้นเล็กน้อย /1 คะแนน ดันผ้า safe perineum ซุกเข้าไปใต้ก้นผู้คลอด",1,1,2025-03-26T02:47:47.460Z,64
"ทำคลอดทารก LOA",random,T67,0,"(LOA) หยิบสำลีเช็ดตาออกมา แบ่งสำลีเป็น 2 ก้อน นำไปเช็ดตาทารกพร้อมกัน 2 ข้าง จากหัวตาไปหางตา /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,27
"ทำคลอดทารก LOA",random,T68,0,"(LOA) ทิ้งสำลีลงถังขยะ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,101
"ทำคลอดทารก LOA",random,T69,0,"(LOA) ใช้มือประคองศรีษะทารก ด้านบนและด้านล่าง แล้วจึงหมุนตามเข็มนาฬิกา 180 ํ ให้หน้าทารกหงายขึ้น /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,46
"ทำคลอดทารก LOA",random,T70,0,"(LOA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน หมุนศรีษะทารกกลับ 90 ํ/1 คะแนน",2,2,2025-03-26T02:47:47.460Z,15
"ทำคลอดทารก LOA",random,T71,0,"(LOA) สอดปลายนิ้วเข้าไปบริเวณซอกคอทารก เพื่อเช็คว่าสายสะดือพันคอหรือไม่ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,12
"ทำคลอดทารก LOA",random,T72,0,"(LOA) ทำการคลอดไหล่บนโดยโน้มตัวทารกลงจนเห็นซอกไหล่ แล้วจึงทำการคลอดไหล่ล่างโดยโน้มตัวทารกขึ้น จนเห็นซอกไหล่",1,0,2025-03-26T02:47:47.460Z,36
"ทำคลอดทารก LOA",random,T73,0,"(LOA) ทำการคลอดลำตัว ใช้มือ 2 ข้างประคองบริเวณศรีษะและคอทารก เมื่อลำตัวทารกคลอดออกมา มืออีกข้างเลื่อนไปประคองลำตัวหรือขาทารก /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,77
"ทำคลอดทารก LOA",random,T74,0,"(LOA) เมื่อทารกคลอดออกมาแล้ว นำทารกวางขวางเตียง โดยหันหน้าตรงข้ามกับช่องคลอด",1,1,2025-03-26T02:47:47.460Z,121
"ทำคลอดทารก LOA",random,T75,0,"(LOA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน (ทิ้งขยะหรือตกพื้นหักคะแนน) ทำการเช็ดตัวทารกด้วยผ้าอุ่น (ai ยื่นผ้ามา)",1,1,2025-03-26T02:47:47.460Z,58
"ทำคลอดทารก LOA",random,T76,0,"(LOA) ทำการกระตุ้นให้ร้อง โดยมือข้างหนึ่งจับขาทารกยกขึ้นเล็กน้อย ใช้นิ้วมืออีกข้างดีดลงไปบริเวณฝ่าเท้าทารก /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,83
"ตัดสายสะดือ",normal,T77,0,"นำเชือกผูกคอร์ดมาผูกสายสะดือ ห่างจากขั้ว 2 Cm.",1,0,2025-03-26T02:47:47.460Z,67
"ตัดสายสะดือ",normal,T78,0,"รีดสายสะดือพร้อมเชือก มือข้างหนึ่งจับค้างไว้ อีกมือนำ artery clamp มาหนีบห่างจากจุดผูกเชือก 2 cm. /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,132
"ตัดสายสะดือ",normal,T79,0,"ใช้ฝามือรองใต้สายสะดือ นำกรรไกรตัดคอร์ดมาตัดระหว่างกลาง/1คะแนน ใช้สำลีก้อนเดิมเช็ดปลายสายสะดือฝั่งทารก ทิ้งสำลีลงถังขยะ /1 คะแนน",2,0,2025-03-26T02:47:47.460Z,82
"ตัดสายสะดือ",normal,T80,0,"ใช้ 2 มือประคองตัวทารก บริเวณคอและก้น ยกให้มารดาดูเพศแล้วส่งทารกให้ผู้ช่วย(ai) นำทารกไปวางในคริบ จากนั้นส่งลูกยางไปกับทารกด้วย /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,25
"ทำคลอดรก",normal,T81,0,"นำกะละมังรกมาวางบนเตียง /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,86
"ทำคลอดรก",normal,T82,0,"Uterine sign เปิดผ้าหน้าท้องดูการยุบตัวลงมาถึงสะดือ /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,143
"ทำคลอดรก",normal,T83,0,"Vulva sign มีเลือดไหลออกมา 30-60% มีคำถามขึ้นมา /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,148
"ทำคลอดรก",normal,T84,0,"cord sign สายสะดือจะเหี่ยว คลายเกลียว ทำการเช็คชีพจร โดยใช้นิ้วชี้กับนิ้วกลางหนีบบริเวณสายสะดือ /1 คะแนน",1,1,2025-03-26T02:47:47.460Z,22
"ทำคลอดรก",normal,T85,0,"ทำ Cord Test",1,1,2025-03-26T02:47:47.460Z,149
"ทำคลอดรก",normal,T86,0,"วางมือบริเวณ lower คว่ำมือดันลงจนเห็นขั้วรก / 1 คะแนน",1,1,2025-03-26T02:47:47.460Z,20
"ทำคลอดรก",normal,T87,0,"วางมือบริเวณ lower หงายมือแล้วดันขึ้น / 1 คะแนน",1,0,2025-03-26T02:47:47.460Z,46
"ทำคลอดรก",normal,T88,0,"นำกะละมังมารองรกให้ทัน /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,119
"ผู้ช่วยฉีดยาทำคลอด",normal,T89,0,"ประเมินก่อนว่าสารละลายที่ให้กับผู้คลอดเป็นสารละลายที่มีปริมาณออกซิโทซิน จํานวนเท่าไหร่ประเมินก่อนว่าสารละลายที่ให้กับผู้คลอดเป็นสารละลายที่มีปริมาณออกซิโทซิน จํานวนเท่าไหร่ หรือว่า ได้รับการเร่งคลอดด้วยออกซิโทซิน หรือไม่ (มีการประเมินให้ 1 คะแนน)",1,1,2025-03-26T02:47:47.460Z,69
"ผู้ช่วยฉีดยาทำคลอด",normal,T90,0,"หลังจากได้รับยาเร่งคลอดไปแล้ว จะแอดเพิ่มหลังจากคลอดทารก อีก 10u /มีคำถามให้เลือกปริมาณยา เลือกถูกให้ 1 คะแนน",1,1,2025-03-26T02:47:47.460Z,29
"ผู้ช่วยฉีดยาทำคลอด",normal,T91,0,"ก่อนให้ยา methergin ต้องทำการวัดความดันก่อน /ให้ 1 คะแนน",1,0,2025-03-26T02:47:47.460Z,19
"ผู้ช่วยฉีดยาทำคลอด",normal,T92,0,"ตัดสินใจให้ยา pop up ให้เลือกยาและปริมาณ ชื่อ methergin เลือกถูก ให้ 1 คะแนน",1,1,2025-03-26T02:47:47.460Z,124
"ผู้ช่วยฉีดยาทำคลอด",normal,T93,0,"pop up ให้เลือกปริมาณยา เลือก 0.2 มิลลิกรัม iv ให้ 1 คะแนน",1,0,2025-03-26T02:47:47.460Z,33
"การดูแลทารกแรกเกิดทันที",random,T94,0,"โดยต้องนำทารกมาวาง ภายใต้ radiant warmer เท่านั้น /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,96
"การดูแลทารกแรกเกิดทันที",random,T95,0,"คลายผ้าห่อตัวทารกออก ตัวทารกจะยังเปียกอยู่ต้องรีบเช็ดตัวให้แห้ง /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,91
"การดูแลทารกแรกเกิดทันที",random,T96,0,"การเช็ดตาทารก ต้องใส่ถุงมือสเตอร์ไรด์ก่อน /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,68
"การดูแลทารกแรกเกิดทันที",random,T97,0,"หยิบสําลีชุบ normal saline มาเช็ดตาทารกพร้อมกันทั้ง 2 ข้าง โดยเช็ดจากหัวตาไปหางตา /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,126
"การดูแลทารกแรกเกิดทันที",random,T98,0,"เสร็จแล้วนำสำลีทิ้งลงในถังขยะ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,65
"การดูแลทารกแรกเกิดทันที",random,T99,0,"ขึ้น Pop up คำถามให้เลือกตัวยาที่จะใช้หยอดตาทารก เพื่อป้องกันการติดเชื้อ โดยหยอดจากหัวตาไปหางตา ใช้ตัวยาเทอราไมซินออยล์เมนท์ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,30
"การดูแลทารกแรกเกิดทันที",random,T100,0,"ใช้สําลีชุบแอลกอฮอล์เช็ดที่ปลายตัดก่อนแล้วจึงเช็ดโดยวนลงมาด้านล่าง /1 คะแนน ทิ้งสําลีลงถังขยะ",1,1,2025-03-26T02:47:47.460Z,42
"การดูแลทารกแรกเกิดทันที",random,T101,0,"ทำการบีบคอร์ดบริเวณใต้เชือก สังเกตว่ามีเลือดออกมาหรือไม่ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,77
"การดูแลทารกแรกเกิดทันที",random,T102,0,"วัดอุณหภูมิทารก ด้วยเทอร์โมมิเตอร์ วัดทางทวารหนัก /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,15
"การดูแลทารกแรกเกิดทันที",random,T103,0,"นำทารกไปชั่งน้ำหนักที่เครื่องชั่ง จะอยู่ใต้ radiant warmer อีกเครื่อง /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,128
"การดูแลทารกแรกเกิดทันที",random,T104,0,"เริ่มจากจับเข่าทารกให้ขาเหยียดตรง จากนั้นไล่จับบริเวณศีรษะแล้วก็เลื่อนแถบวัดลงมา /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,18
"การดูแลทารกแรกเกิดทันที",random,T105,0,"ให้นำทารกกลับไปวางไว้ภายใต้ radiant warmer เครื่องที่ทำการปูผ้าสะอาดไว้แล้ว /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,95
"การดูแลทารกแรกเกิดทันที",random,T106,0,"ติด skin probe โดยหันด้านที่มีแผ่นโลหะรับอุณหภูมิ ที่ท้องของทารกบริเวณที่ไม่มีปุ่มกระดูก เพื่อเป็นตัวเซ็นเซอร์รับอุณหภูมิจากผิวกาย โดยใช้ innotape เป็นตัวยึด /2 คะแนน",2,0,2025-03-26T02:47:47.460Z,136
"การดูแลทารกแรกเกิดทันที",random,T107,0,"ติด oxygen sat บริเวณข้อมือขวาของทารก /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,108
"การดูแลทารกแรกเกิดทันที",random,T108,0,"ปรับอุณหภูมิเครื่อง radiant warmer เป็น baby mode ตั้งค่า temperature ไว้ที่ 37 ํc /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,106
"การดูแลทารกแรกเกิดทันที",random,T109,0,"เปิดโหมด oxygen sat ให้วัดปริมาณ oxygen ในกระแสเลือดของทารก /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,65
"การดูแลทารกแรกเกิดทันที",random,T110,0,"เคสนี้ทารกมีอุณหภูมิกายต่ำ ต้องนําหมวกมาสวมให้กับทารก แล้ววัดอุณหภูมิซ้ำ /1 คะแนน",1,0,2025-03-26T02:47:47.460Z,89
