stepId,parentStepId,stepTitle,type,taskId,taskActor,taskTitle,maxScore,obtainedScore,startTime,completionTime
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T25,,ใช้ Transfer forceps คีบอุปกรณ์จากเซ็ตทำคลอด มาเรียงบนโต๊ะ ตามลำดับการใช้งาน จากซ้ายไปขวา  ให้ถูกต้อง (Sponge forceps 1 - กรรไกรตัดฝีเย็บ 1 - artery clamp 2 - กรรไกรตัดสายสะดือ 1 - needle holder (สำหรับเย็บแผล) 1 - non-tooth forceps 1 - tooth forceps 1 - Sponge forceps สำรอง 2 - ผ้าในเซ็ต 1)  / 10 คะแนน (หมายเหตุ Sponge forceps สำรอง ปรับเป็น 1 คะแนน),10,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T26,,ใช้ Transfer forceps คีบกะละมังจากเซ็ต มาเรียงตามลำดับการใช้งาน จากใกล้ตัวไปไกลตัว ให้ถูกต้อง (1.กะละมังเปล่า - 2.กะละมังสำลีเช็ดตา - 3.กะละมังสำลีเช็ดคอร์ด+เชือกผูกคอร์ด)  /4 คะแนน,4,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T27,,"นำถุงมือ, ไซริง, เข็มเบอร์ 18, 22 มาเรียงบนโต๊ะ ให้ถูกต้อง /2 คะแนน",2,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T28,,เทน้ำยาเบตาดีนลงในชามกลมเปล่า ปริมาณ 3/4  /1 คะแนน,1,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T29,,เทน้ำยาเช็ดตาลงในชามกลมสำลีเช็ดตา พอชุ่ม /1 คะแนน,1,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T30,,เทน้ำยา chlohexidine dilute ลงในกะละมังใหญ่ ที่มีก้อนสำลี เพื่อใช้สำหรับโกรกน้ำ และไม่เทใส่ในกะละมังรับรก / 1 คะแนน,1,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T31,,ใช้  Transfer forceps คีบชายผ้าผืนบนสุด ขึ้น 1 มุมแล้วจึงใช้มือจับ /1 คะแนน,1,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T32,,จากนั้นนำ Transfer forceps ไปคีบชายผ้าอีกมุม ยกผ้าออกจากโต๊ะ แล้วกางผ้าออก นำไปคลุมโต๊ะทำคลอด /1 คะแนน,1,,,
DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,LABOUR_PROGRESS_ASSESSMENT_MAIN,จัดเตรียมอุปกรณ์ทำคลอด และน้ำยา,normal,T33,,"ใช้มือปิดผ้าคลุมเซ็ตกะละมังคลอด ตามหลักสเตอไรด์ จับที่มุมผ้า เริ่มจากใกล้ตัว, ซ้าย-ขวา หรือจะ ขวา-ซ้าย ก็ได้, หมุน Ring stand กลับ 180 ํ ปิดผ้ามุมสุดท้าย /1 คะแนน",1,,,
HAND_WASHING_SIX_STEPS,DELIVERY_EQUIPMENT_AND_SOLUTIONS_PREPARATION,ล้างมือ 6 ขั้นตอน,normal,T34,,ล้างมือ 6 ขั้นตอน / 6 คะแนน,6,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T35,,เปิดผ้าคลุมโต๊ะ ใช้ 2 มือสอดใต้ผ้าแล้วยกออก เช็ดมือให้แห้ง /1คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T36,,นำผ้าไปสอดใต้ก้นผู้คลอด /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T37,,ใช้มือจับคอเสื้อ ยกออกมาปล่อยชายเสื้อลง เริ่มใส่แขนทั้ง 2 ข้างเข้าไปก่อน /1 คะแนน (ai ช่วยผูกเสื้อจากด้านหลัง),1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T38,,หยิบกะละมังรก มาวางไว้บนโต๊ะคลอด / 1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T39,,หยิบสำลีที่ชุบ chlohexidine dilute ไปโกรกน้ำผู้คลอด ไม่ทิ้งสำลี /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T40,,ใช้ sponge forceps คีบสำลีก้อนที่ 1 เพื่อสครับ 7 ตำแหน่ง คีบสำลีก้อนที่ 2 เพื่อสครับ 3 ตำแหน่ง  /10 คะแนน,10,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T41,,หนีบ sponge forceps ไว้ชายผ้าของโต๊ะ /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T42,,หยิบผ้า 1 ชิ้น กางเต็มผืนปูบนเตียง บริเวณหว่างขาผู้คลอด / 1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T43,,หยิบผ้า 4 ชิ้นจากโต๊ะคลอด (มี Animation นับ 1-4) มาวางบนเตียง /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T44,,สวมปลอกขาใกล้ตัว /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T45,,สวมปลอกขาไกลตัว /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T46,,กางผ้าครึ่งผืนปูบนหน้าท้องผู้คลอด ให้สันผ้าอยู่ด้านบน /2 คะแนน,2,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T47,,ปูผ้า safe perineum กางออกแนวยาว พับส่วนบนลงมา 1/3 ของผ้า /1 คะแนน,1,,,
OPEN_DELIVERY_SET,HAND_WASHING_SIX_STEPS,เปิดเซ็ตทำคลอด,normal,T48,,หยิบลูกยางแดงกับกรรไกรตัดฝีเย็บ มาวางบนเตียงคลอด โดยสอดไว้ใต้ผ้า safe perineum /2 คะแนน,2,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T49,,(ROA) ตัดฝีเย็บ ใช้นิ้วกลางและนิ้วชี้ข้างซ้ายช่วยรองบริเวณช่องคลอดกันศรีษะทารกไว้ มือขวาจับกรรไกร ตัดเฉียงทำมุม 45 องศา /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T50,,(ROA) นำกรรไกรกลับไปวางตำแหน่งเดิม /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T51,,(ROA) เมื่อศรีษะทารกเริ่มโผล่ มือขวาดึงผ้าเข้าไปทำการ safe perineum มือซ้ายประคองด้านบนไม่ให้ศรีษะทารกคลอดเร็วเกินไป /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T52,,(ROA) เมื่อศรีษะทารกโผล่ออกมาถึงขมับ ขยับมือซ้ายจับประคองขมับทารก ยกขึ้นเล็กน้อย /1 คะแนน ดันผ้า safe perineum ซุกเข้าไปใต้ก้นผู้คลอด,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T53,,(ROA) หยิบสำลีเช็ดตาออกมา แบ่งสำลีเป็น 2 ก้อน นำไปเช็ดตาทารกพร้อมกัน 2 ข้าง จากหัวตาไปหางตา /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T54,,(ROA) ทิ้งสำลีลงถังขยะ /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T55,,(ROA) ใช้มือประคองศรีษะทารก ด้านบนและด้านล่าง แล้วจึงหมุนตามเข็มนาฬิกา 180 ํ ให้หน้าทารกหงายขึ้น /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T56,,(ROA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน หมุนศรีษะทารกกลับ 90 ํ/1 คะแนน,2,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T57,,(ROA) สอดปลายนิ้วเข้าไปบริเวณซอกคอทารก เพื่อเช็คว่าสายสะดือพันคอหรือไม่ /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T58,,(ROA) ทำการคลอดไหล่บนโดยโน้มตัวทารกลงจนเห็นซอกไหล่ แล้วจึงทำการคลอดไหล่ล่างโดยโน้มตัวทารกขึ้น จนเห็นซอกไหล่,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T59,,(ROA) ทำการคลอดลำตัว ใช้มือ 2 ข้างประคองบริเวณศรีษะและคอทารก เมื่อลำตัวทารกคลอดออกมา มืออีกข้างเลื่อนไปประคองลำตัวหรือขาทารก /1 คะแนน,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T60,,(ROA) เมื่อทารกคลอดออกมาแล้ว นำทารกวางขวางเตียง โดยหันหน้าตรงข้ามกับช่องคลอด,1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T61,,(ROA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน (ทิ้งขยะหรือตกพื้นหักคะแนน),1,,,
ASSIST_DELIVERY_ROA,OPEN_DELIVERY_SET,ทำคลอดทารก ROA,random,T62,,(ROA) ทำการกระตุ้นให้ร้อง โดยมือข้างหนึ่งจับขาทารกยกขึ้นเล็กน้อย ใช้นิ้วมืออีกข้างดีดลงไปบริเวณฝ่าเท้าทารก /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T63,,(LOA) ตัดฝีเย็บ ใช้นิ้วกลางและนิ้วชี้ข้างซ้ายช่วยรองบริเวณช่องคลอดกันศรีษะทารกไว้ มือขวาจับกรรไกร ตัดเฉียงทำมุม 45 องศา /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T64,,(LOA) นำกรรไกรกลับไปวางตำแหน่งเดิม /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T65,,(LOA) เมื่อศรีษะทารกเริ่มโผล่ มือขวาดึงผ้าเข้าไปทำการ safe perineum มือซ้ายประคองด้านบนไม่ให้ศรีษะทารกคลอดเร็วเกินไป /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T66,,(LOA) เมื่อศรีษะทารกโผล่ออกมาถึงขมับ ขยับมือซ้ายจับประคองขมับทารก ยกขึ้นเล็กน้อย /1 คะแนน ดันผ้า safe perineum ซุกเข้าไปใต้ก้นผู้คลอด,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T67,,(LOA) หยิบสำลีเช็ดตาออกมา แบ่งสำลีเป็น 2 ก้อน นำไปเช็ดตาทารกพร้อมกัน 2 ข้าง จากหัวตาไปหางตา /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T68,,(LOA) ทิ้งสำลีลงถังขยะ /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T69,,(LOA) ใช้มือประคองศรีษะทารก ด้านบนและด้านล่าง แล้วจึงหมุนตามเข็มนาฬิกา 180 ํ ให้หน้าทารกหงายขึ้น /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T70,,(LOA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน หมุนศรีษะทารกกลับ 90 ํ/1 คะแนน,2,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T71,,(LOA) สอดปลายนิ้วเข้าไปบริเวณซอกคอทารก เพื่อเช็คว่าสายสะดือพันคอหรือไม่ /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T72,,(LOA) ทำการคลอดไหล่บนโดยโน้มตัวทารกลงจนเห็นซอกไหล่ แล้วจึงทำการคลอดไหล่ล่างโดยโน้มตัวทารกขึ้น จนเห็นซอกไหล่,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T73,,(LOA) ทำการคลอดลำตัว ใช้มือ 2 ข้างประคองบริเวณศรีษะและคอทารก เมื่อลำตัวทารกคลอดออกมา มืออีกข้างเลื่อนไปประคองลำตัวหรือขาทารก /1 คะแนน,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T74,,(LOA) เมื่อทารกคลอดออกมาแล้ว นำทารกวางขวางเตียง โดยหันหน้าตรงข้ามกับช่องคลอด,1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T75,,(LOA) นำลูกยางแดงมาดูดเสมหะปากและจมูก 2 ข้าง เสร็จแล้วนำไปวางที่เดิม /1 คะแนน (ทิ้งขยะหรือตกพื้นหักคะแนน) ทำการเช็ดตัวทารกด้วยผ้าอุ่น (ai ยื่นผ้ามา),1,,,
ASSIST_DELIVERY_LOA,OPEN_DELIVERY_SET,ทำคลอดทารก LOA,random,T76,,(LOA) ทำการกระตุ้นให้ร้อง โดยมือข้างหนึ่งจับขาทารกยกขึ้นเล็กน้อย ใช้นิ้วมืออีกข้างดีดลงไปบริเวณฝ่าเท้าทารก /1 คะแนน,1,,,
CUT_UMBILICAL_CORD,ASSIST_DELIVERY,ตัดสายสะดือ,normal,T77,,นำเชือกผูกคอร์ดมาผูกสายสะดือ ห่างจากขั้ว 2 Cm.,1,,,
CUT_UMBILICAL_CORD,ASSIST_DELIVERY,ตัดสายสะดือ,normal,T78,,รีดสายสะดือพร้อมเชือก มือข้างหนึ่งจับค้างไว้ อีกมือนำ artery clamp มาหนีบห่างจากจุดผูกเชือก 2 cm. /1 คะแนน,1,,,
CUT_UMBILICAL_CORD,ASSIST_DELIVERY,ตัดสายสะดือ,normal,T79,,ใช้ฝามือรองใต้สายสะดือ นำกรรไกรตัดคอร์ดมาตัดระหว่างกลาง/1คะแนน ใช้สำลีก้อนเดิมเช็ดปลายสายสะดือฝั่งทารก ทิ้งสำลีลงถังขยะ /1 คะแนน,2,,,
CUT_UMBILICAL_CORD,ASSIST_DELIVERY,ตัดสายสะดือ,normal,T80,,ใช้ 2 มือประคองตัวทารก บริเวณคอและก้น ยกให้มารดาดูเพศแล้วส่งทารกให้ผู้ช่วย(ai) นำทารกไปวางในคริบ จากนั้นส่งลูกยางไปกับทารกด้วย /1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T81,,นำกะละมังรกมาวางบนเตียง /1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T82,,Uterine sign เปิดผ้าหน้าท้องดูการยุบตัวลงมาถึงสะดือ /1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T83,,Vulva sign มีเลือดไหลออกมา 30-60% มีคำถามขึ้นมา /1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T84,,cord sign สายสะดือจะเหี่ยว คลายเกลียว ทำการเช็คชีพจร โดยใช้นิ้วชี้กับนิ้วกลางหนีบบริเวณสายสะดือ /1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T85,,ทำ Cord Test,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T86,,วางมือบริเวณ lower คว่ำมือดันลงจนเห็นขั้วรก / 1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T87,,วางมือบริเวณ lower หงายมือแล้วดันขึ้น / 1 คะแนน,1,,,
DELIVER_PLACENTA,CUT_UMBILICAL_CORD,ทำคลอดรก,normal,T88,,นำกะละมังมารองรกให้ทัน /1 คะแนน,1,,,
ASSIST_ADMINISTER_LABOUR_MEDICATION,DELIVER_PLACENTA,ผู้ช่วยฉีดยาทำคลอด,normal,T89,,ประเมินก่อนว่าสารละลายที่ให้กับผู้คลอดเป็นสารละลายที่มีปริมาณออกซิโทซิน จํานวนเท่าไหร่ประเมินก่อนว่าสารละลายที่ให้กับผู้คลอดเป็นสารละลายที่มีปริมาณออกซิโทซิน จํานวนเท่าไหร่ หรือว่า ได้รับการเร่งคลอดด้วยออกซิโทซิน หรือไม่ (มีการประเมินให้ 1 คะแนน),1,,,
ASSIST_ADMINISTER_LABOUR_MEDICATION,DELIVER_PLACENTA,ผู้ช่วยฉีดยาทำคลอด,normal,T90,,หลังจากได้รับยาเร่งคลอดไปแล้ว จะแอดเพิ่มหลังจากคลอดทารก อีก 10u /มีคำถามให้เลือกปริมาณยา เลือกถูกให้ 1 คะแนน,1,,,
ASSIST_ADMINISTER_LABOUR_MEDICATION,DELIVER_PLACENTA,ผู้ช่วยฉีดยาทำคลอด,normal,T91,,ก่อนให้ยา methergin ต้องทำการวัดความดันก่อน /ให้ 1 คะแนน,1,,,
ASSIST_ADMINISTER_LABOUR_MEDICATION,DELIVER_PLACENTA,ผู้ช่วยฉีดยาทำคลอด,normal,T92,,ตัดสินใจให้ยา pop up ให้เลือกยาและปริมาณ ชื่อ methergin เลือกถูก ให้ 1 คะแนน,1,,,
ASSIST_ADMINISTER_LABOUR_MEDICATION,DELIVER_PLACENTA,ผู้ช่วยฉีดยาทำคลอด,normal,T93,,pop up ให้เลือกปริมาณยา เลือก 0.2 มิลลิกรัม iv ให้ 1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T94,,โดยต้องนำทารกมาวาง ภายใต้ radiant warmer เท่านั้น /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T95,,คลายผ้าห่อตัวทารกออก ตัวทารกจะยังเปียกอยู่ต้องรีบเช็ดตัวให้แห้ง /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T96,,การเช็ดตาทารก ต้องใส่ถุงมือสเตอร์ไรด์ก่อน /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T97,,หยิบสําลีชุบ normal saline มาเช็ดตาทารกพร้อมกันทั้ง 2 ข้าง โดยเช็ดจากหัวตาไปหางตา /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T98,,เสร็จแล้วนำสำลีทิ้งลงในถังขยะ /1 คะแนน,1,,,
